id,address,lat,lng
724,"620 N Grand St, Schoolcraft, MI 49087 USA",42.12116,-85.6369
725,"1236 Connellsville Rd, Lemont Furnace, PA 15456 USA",39.91484,-79.6821
726,"8202 N Navarro St, Victoria, TX 77904 USA",28.87068,-96.997
727,"511 W Wexford Ave, Buckley, MI 49620 USA",44.50388,-85.6873
728,"270 W Liberty St, Sykesville, PA 15865 USA",41.04519,-78.8252
729,"4225 W Grove St, Pequot Lakes, MN 56472 USA",46.60582,-94.3159
730,"1327 S McKenzie St, Foley, AL 36535 USA",30.3909,-87.6829
731,"2000 Trade Center Drive, Northport, AL 35476 USA",33.23286,-87.6151
732,"317 2nd St NW, Pipestone, MN 56164 USA",44.00204,-96.3215
733,"1575 US Highway 43, Winfield, AL 35594 USA",33.92943,-87.8257
734,"930 N Clay St, Memphis, MO 63555 USA",40.47078,-92.1719
735,"31 Poplar Grove Rd, Franklin, NC 28734 USA",35.1149,-83.3896
736,"653 Saratoga Rd, Wilton, NY 12831 USA",43.12379,-73.7696
737,"653 Saratoga Rd, Gansevoort, NY 12831 USA",43.12379,-73.7696
738,"2419 State St, East Saint Louis, IL 62205 USA",38.61692,-90.1275
739,"374 Madison Ave, Skowhegan, ME 04976 USA",44.78544,-69.7319
740,"610 W Northfield Dr, Brownsburg, IN 46112 USA",39.85932,-86.4081
741,"2307 Highway 63 N, Stuttgart, AR 72160 USA",34.53157,-91.5583
742,"45 Ricky Van Shelton Dr, Hurt, VA 24563 USA",37.10323,-79.285
743,"792 Commerce Ave, New Castle, PA 16101 USA",40.99437,-80.2853
744,"140 Carlile Cir, Marshall, TX 75672 USA",32.49778,-94.353
745,"7435 Saint Andrews Rd, Irmo, SC 29063 USA",34.08598,-81.1844
746,"21 Highland Dr, Lebanon, VA 24266 USA",36.90218,-82.0691
747,"1010 S State Rd, Davison, MI 48423 USA",43.01964,-83.5184
748,"901 N Euclid Ave, Bay City, MI 48706 USA",43.61176,-83.9154
749,"1166 W Washington St, Camden, AR 71701 USA",33.5853,-92.8508
750,"164 Altama Connector, Brunswick, GA 31525 USA",31.21331,-81.4878
751,"800 Voss Ave, Odem, TX 78370 USA",27.9476,-97.5844
752,"3221 Harrison Ave, Butte, MT 59701 USA",45.97782,-112.509
753,"9050 M-52, Manchester, MI 48158 USA",42.19079,-84.0328
754,"204 E Smith St, Timmonsville, SC 29161 USA",34.1323,-79.9379
755,"2300 S Country Club Rd, El Reno, OK 73036 USA",35.51228,-97.9731
756,"7382 S Siwell Rd, Jackson, MS 39272 USA",32.18833,-90.2631
757,"1 China Rd, Winslow, ME 04901 USA",44.53775,-69.6285
758,"104 W Pinecrest Dr, Marshall, TX 75670 USA",32.5262,-94.3685
759,"14504 E I25 Frontage Rd, Mead, CO 80504 USA",40.21354,-104.979
760,"6190 Highway 114, Lyerly, GA 30730 USA",34.40438,-85.4071
761,"805 W Wyatt Earp Blvd, Dodge City, KS 67801 USA",37.75297,-100.025
762,"991 State Road 13, Arkdale, WI 54613 USA",44.0273,-89.8878
763,"5060 Hardy St, Hattiesburg, MS 39402 USA",31.32165,-89.373
764,"408 High St, Freeport, PA 16229 USA",40.67322,-79.6861
765,"100 N Dr Martin Luther King Jr Blvd, Grenada, MS 38901 USA",33.78511,-89.8093
766,"407 Signal Mountain Rd, Chattanooga, TN 37405 USA",35.08889,-85.3312
767,"13809 State Highway 32 64, Mountain, WI 54149 USA",45.17762,-88.47
768,"902 Florala Hwy # 331, Opp, AL 36467 USA",31.27162,-86.2493
769,"205 N Main St, Wrens, GA 30833 USA",33.2099,-82.3877
770,"114 Central Ave, Ilion, NY 13357 USA",43.01781,-75.0327
771,"392 North St, Meadville, PA 16335 USA",41.63991,-80.1476
772,"49 Pine St, Portland, ME 04102 USA",43.65144,-70.2687
773,"956 W Parker St, Baxley, GA 31513 USA",31.7841,-82.3636
774,"12301 Highway 231 431 N, Meridianville, AL 35759 USA",34.87122,-86.572
775,"714 Enterprise Rd, Geneva, AL 36340 USA",31.05011,-85.8588
776,"2555 Elida Rd, Lima, OH 45805 USA",40.76416,-84.153
777,"509 State Highway 25 S, Bloomfield, MO 63825 USA",36.88152,-89.9251
778,"1037 University Ave, Henry, IL 61537 USA",41.11733,-89.3704
779,"2921 Center St, Cedar Falls, IA 50613 USA",42.56254,-92.4553
780,"719 N Grand Ave, Mount Pleasant, IA 52641 USA",40.97574,-91.5388
781,"405 3rd Ave SW, Milaca, MN 56353 USA",45.75006,-93.6538
782,"11531 Midlothian Tpke, North Chesterfield, VA 23235 USA",37.50482,-77.611
783,"116 N Mickey Mantle Blvd, Commerce, OK 74339 USA",36.93426,-94.8667
784,"4507 E 4th St, Lubbock, TX 79403 USA",33.5933,-101.774
785,"815 S Main St, Hope, AR 71801 USA",33.66168,-93.5894
786,"9120 Wall Triana Hwy, Harvest, AL 35749 USA",34.85789,-86.7494
787,"403 S Belair Rd, Augusta, GA 30907 USA",33.48585,-82.1342
788,"403 S Belair Rd, Martinez, GA 30907 USA",33.48585,-82.1342
789,"104 East First Street, Magdalena, NM 87825 USA",34.11891,-107.239
790,"5150 North St, Canandaigua, NY 14424 USA",42.90439,-77.2966
791,"1080 S Arch St, Connellsville, PA 15425 USA",40.00747,-79.5924
792,"1630 E Main St, Davis, OK 73030 USA",34.50541,-97.1049
793,"1012 N Central Ave, Marshfield, WI 54449 USA",44.67676,-90.1678
794,"82 Expressway Dr, Manchester, TN 37355 USA",35.45984,-86.0541
795,"1425 S Saint Louis St, Batesville, AR 72501 USA",35.76534,-91.6408
796,"901 S Gaston St, Crane, TX 79731 USA",31.39456,-102.349
797,"265 N Union St, Olean, NY 14760 USA",42.08102,-78.4303
798,"1501 N Central Ave, Marshfield, WI 54449 USA",44.68071,-90.1634
799,"603 Columbia Ave # B, Lexington, SC 29072 USA",33.9896,-81.236
800,"118 E Main St, Davis, OK 73030 USA",34.50372,-97.1211
801,"303 E 5th St, Marysville, OH 43040 USA",40.23605,-83.3642
802,"458 Home St, Georgetown, OH 45121 USA",38.85767,-83.8987
803,"308 North 3rd Street, Ganado, TX 77962 USA",29.04413,-96.5149
804,"2610 Lincoln Rd, Hattiesburg, MS 39402 USA",31.30374,-89.3298
805,"1210 N Smith Ave, Hebbronville, TX 78361 USA",27.3183,-98.6768
806,"25239 Highway 82, Park Hill, OK 74451 USA",35.80837,-94.9682
807,"752 S Main St, Georgetown, OH 45121 USA",38.85803,-83.9021
808,"1201 Vincennes St, New Albany, IN 47150 USA",38.3001,-85.8143
809,"2200 Cleveland Hwy, Dalton, GA 30721 USA",34.81311,-84.9469
810,"119 US Highway 70A, Wilson, OK 73463 USA",34.17107,-97.4181
811,"1426 Temple Ave N, Fayette, AL 35555 USA",33.70371,-87.8258
812,"3585 E Andrew Johnson Hwy, Greeneville, TN 37745 USA",36.18656,-82.7622
813,"2285 US Highway 431, Boaz, AL 35957 USA",34.21856,-86.1592
814,"105 Highway 51 N, Batesville, MS 38606 USA",34.31237,-89.9448
815,"100 Bellefonte Dr, Grayson, KY 41143 USA",38.34556,-82.9319
816,"786 McElhattan Dr, Lock Haven, PA 17745 USA",41.14897,-77.3536
817,"510 E 30th Ave, Hutchinson, KS 67502 USA",38.08715,-97.921
818,"3220 Springhill Dr, North Little Rock, AR 72117 USA",34.78403,-92.2176
819,"1530 May Rd, Peru, IL 61354 USA",41.36773,-89.1264
820,"1732 W Main St, Salem, VA 24153 USA",37.28843,-80.0866
821,"3706 Charlestown Rd, New Albany, IN 47150 USA",38.33523,-85.7981
822,"1420 N High St, Hillsboro, OH 45133 USA",39.22304,-83.6087
823,"100 W Beech St, Shelbina, MO 63468 USA",39.69651,-92.04
824,"Hwy 219 N. & Colman Drive, Lewisburg, WV 24901 USA",37.81168,-80.4196
825,"11111 Highway 146, Hardin, TX 77561 USA",30.15769,-94.7399
826,"2173 Highway 590, Ellisville, MS 39437 USA",31.56439,-89.3677
827,"1600 Nooseneck Hill Rd, Coventry, RI 02816 USA",41.67336,-71.5948
828,"16723 General Puller Hwy, Deltaville, VA 23043 USA",37.5538,-76.3486
829,"6 Winter Rd, New Castle, PA 16101 USA",41.01287,-80.3982
830,"4010 Anderson Mill Rd, Spartanburg, SC 29301 USA",34.91594,-82.005
831,"2111 County Street 2760, Verden, OK 73092 USA",35.0846,-98.0752
832,"46 S Herren Ave, Ellsinore, MO 63937 USA",36.92524,-90.746
833,"1924 S E St, Broken Bow, NE 68822 USA",41.40136,-99.6538
834,"1331 Grande Ave, Monte Vista, CO 81144 USA",37.57974,-106.141
835,"1801 Hazel St, Arcadia, LA 71001 USA",32.5525,-92.9178
836,"208 River Rd, East Peoria, IL 61611 USA",40.68169,-89.5867
837,"23 Moore Blvd, Barlow, KY 42024 USA",37.04801,-89.0492
838,"3120 Highway 52A, Chatsworth, GA 30705 USA",34.76167,-84.8225
839,"36558 State Highway 23, Grand Gorge, NY 12434 USA",42.36807,-74.5042
840,"420 S Carol Malone Blvd, Grayson, KY 41143 USA",38.32389,-82.9478
841,"506 E Broadway, Browns Valley, MN 56219 USA",45.59558,-96.835
842,"801 Washington Ave, Portland, ME 04103 USA",43.6863,-70.2686
843,"9515 US Highway 41 S, Slaughters, KY 42456 USA",37.49078,-87.4948
844,"15884 Louisville St, Homeworth, OH 44634 USA",40.83407,-81.1007
845,"4689 Hardy McManus Rd, Evans, GA 30809 USA",33.57881,-82.1492
846,"850 Lafollette Sta N, Floyds Knobs, IN 47119 USA",38.3161,-85.8974
847,"204 Stitt St, Wabash, IN 46992 USA",40.80418,-85.8279
848,"1260 Front St, Slidell, LA 70458 USA",30.28547,-89.7789
849,"10685 W Layton Ave, Greenfield, WI 53228 USA",42.95845,-88.0458
850,"3016 E Milton Ave, Youngsville, LA 70592 USA",30.10886,-92.0112
851,"702 N Swenson St, Stamford, TX 79553 USA",32.95286,-99.8026
852,"4515 Highway 77, Paris, TN 38242 USA",36.22263,-88.3081
853,"6720 Heber Springs Rd N, Drasco, AR 72530 USA",35.63376,-91.9464
854,"20290 Arch St, Little Rock, AR 72206 USA",34.56453,-92.3361
855,"520 Main St, Centertown, KY 42328 USA",37.41739,-86.9973
856,"801 E College Dr, Marshall, MN 56258 USA",44.45101,-95.7789
857,"2950 E FM 1151, Amarillo, TX 79118 USA",35.09078,-101.803
858,"1776 E Davis St, Conroe, TX 77301 USA",30.31962,-95.4308
859,"18962 Route 58, Castlewood, VA 24224 USA",36.67059,-78.3934
860,"87-890 Farrington Hwy, Waianae, HI 96792 USA",21.40562,-158.177
861,"922 Truman Blvd, Caruthersville, MO 63830 USA",36.18992,-89.6679
862,"3101 Sam Houston Dr, Victoria, TX 77904 USA",28.83862,-96.9928
863,"1527 US Highway 60 W, Ledbetter, KY 42058 USA",37.04862,-88.4829
864,"1907 Darlington Rd, Beaver Falls, PA 15010 USA",40.75955,-80.3424
865,"2300 Jenkins Rd, Chattanooga, TN 37421 USA",35.03453,-85.133
866,"3141 Mercantile Dr, Springfield, IL 62711 USA",39.75465,-89.7273
867,"708 Holly St, McGehee, AR 71654 USA",33.62958,-91.4033
868,"4681 Jefferson Davis Hwy, Clearwater, SC 29842 USA",33.49982,-81.9079
869,"4021 FM 515, Emory, TX 75440 USA",32.87525,-95.6802
870,"125 W Main St, Byng, OK 74820 USA",34.77438,-96.6799
871,"2 Parkwood Dr, Holiday Island, AR 72631 USA",36.45452,-93.7246
872,"1050 Randolph St, Elkhart, IN 46514 USA",41.69786,-85.9877
873,"2580 Whiskey Rd, Aiken, SC 29803 USA",33.50601,-81.7088
874,"3090 Tittabawassee Rd, Saginaw, MI 48604 USA",43.48088,-83.978
875,"3091 Goodman Rd W, Horn Lake, MS 38637 USA",34.96222,-90.0463
876,"3051 Parkbrooke Cir, Woodstock, GA 30189 USA",34.11037,-84.5565
877,"1295 W Martintown Rd, North Augusta, SC 29841 USA",33.54564,-81.9972
878,"303 Duke St, Northumberland, PA 17857 USA",40.88971,-76.8001
879,"6407 S Peek Rd, Richmond, TX 77407 USA",29.70077,-95.7599
880,"15840 Cicero Ave, Oak Forest, IL 60452 USA",41.60463,-87.7366
881,"80 Highway 195, Jasper, AL 35503 USA",33.84971,-87.2865
882,"3205 Hunter Creek Rd, Northport, AL 35473 USA",33.2381,-87.5642
883,"6919 E State Route 70, Bradenton, FL 32403 USA",27.20907,-81.4509
884,"289 South St, Calais, ME 04619 USA",45.17778,-67.2747
885,"1453 Carlisle Rd, Aspers, PA 17304 USA",39.97309,-77.2433
886,"5743 Telephone Road Ext, Cincinnatus, NY 13040 USA",42.54271,-75.8967
887,"28010 Highway 16 E, Scooba, MS 39358 USA",32.83031,-88.4641
888,"811 E 3rd St, Jackson, GA 30233 USA",33.29484,-83.9568
889,"4116 FM 621, San Marcos, TX 78666 USA",29.82299,-97.8935
890,"665 E 2nd St, Franklin, OH 45005 USA",39.56412,-84.29
891,"11 N Morton St, Franklin, IN 46131 USA",39.48053,-86.0635
892,"3510 N Highway 11, West Union, SC 29696 USA",36.89892,-81.3307
893,"4102 US Highway 45 S, Pinson, TN 38366 USA",35.48748,-88.7156
894,"8883 Norwalk Rd, Litchfield, OH 44253 USA",41.1685,-82.0089
895,"1211 W Dallas Ave, Cooper, TX 75432 USA",33.3735,-95.6989
896,"518 N Myers Rd, Apache, OK 73006 USA",34.89915,-98.3564
897,"114 E 3rd Street, Deming, NM 88030 USA",32.27517,-107.76
898,"605 E Main St, Brownsville, TN 38012 USA",35.59397,-89.256
899,"2750 Concrete Rd, Carlisle, KY 40311 USA",38.31132,-84.0451
900,"7600 Warden Rd, Sherwood, AR 72120 USA",34.82793,-92.1923
901,"1015 Highway 411, Vonore, TN 37885 USA",35.59091,-84.2347
902,"109 N Liberty St, New Castle, PA 16102 USA",40.97364,-80.3748
903,"1610 Black River Blvd N, Rome, NY 13440 USA",43.22918,-75.44
904,"5500 N County Road 1150, Midland, TX 79705 USA",32.07174,-102.034
905,"4763 Zane a Miller Dr, Waynesboro, PA 17268 USA",39.77618,-77.6189
906,"435 Shore Rd, Monument Beach, MA 02553 USA",41.71904,-70.6138
907,"435 Shore Rd, Monument Bch, MA 02553 USA",41.71904,-70.6138
908,"11099 Highway 44 E, Mount Washington, KY 40047 USA",38.05189,-85.5357
909,"778 Brookway Blvd, Brookhaven, MS 39601 USA",31.5801,-90.4605
910,"2102 N Mall Dr, Alexandria, LA 71301 USA",31.27779,-92.4545
911,"560 W Karsch Blvd, Farmington, MO 63640 USA",37.78843,-90.4297
912,"350 S Main St, Kenton, OH 43326 USA",40.64374,-83.6091
913,"850 Minot Ave, Auburn, ME 04210 USA",44.08097,-70.2637
914,"564 Alfred St, Biddeford, ME 04005 USA",43.47654,-70.5087
915,"1200 Columbia Rd, Burkesville, KY 42717 USA",36.80686,-85.3627
916,"12275 Highway 231, Meridianville, AL 35759 USA",34.87035,-86.5722
917,"1206 The Blvd, Rayne, LA 70578 USA",30.24861,-92.2691
918,"1177 180th Ave NE, Norman, OK 73026 USA",35.23151,-97.1766
919,"5975 Robert C Byrd Dr, Mount Hope, WV 25880 USA",37.86196,-81.1969
920,"441 E Main St, Springport, MI 49284 USA",42.3789,-84.6917
921,"603 S George Nigh Expy, McAlester, OK 74501 USA",34.91629,-95.746
922,"18 Madison Way, Ellerslie, GA 31807 USA",32.63775,-84.7897
923,"132 Highway 35 South, Walnut Grove, MS 39189 USA",32.73664,-89.537
924,"505 Marshall St, Litchfield, MI 49252 USA",42.05006,-84.7678
925,"4254 Old Sonoma Rd, Napa, CA 94559 USA",38.27188,-122.328
926,"307 E Huron Rd, Au Gres, MI 48703 USA",44.04835,-83.6914
927,"200 FM 1563, Wolfe City, TX 75496 USA",33.37067,-96.0688
928,"8220 Midlothian Tpke, North Chesterfield, VA 23235 USA",37.49792,-77.5486
929,"308 W Elm St, El Reno, OK 73036 USA",35.52258,-97.9564
930,"805 S Mitchell St, Cadillac, MI 49601 USA",44.24376,-85.3961
931,"3121 Boiling Springs Rd, Boiling Springs, SC 29316 USA",35.03973,-81.9757
932,"7274 W 81st St, Tulsa, OK 74131 USA",36.04624,-96.0759
933,"2330 Roanoke St, Christiansburg, VA 24073 USA",37.13638,-80.3641
934,"640 Edwardsville Rd, Troy, IL 62294 USA",38.73166,-89.9027
935,"40 W Idaho St, Kalispell, MT 59901 USA",48.20138,-114.316
936,"1318 Grand Caillou Rd, Houma, LA 70363 USA",29.57543,-90.6874
937,"1844 Gunter Ave, Guntersville, AL 35976 USA",34.34006,-86.3109
938,"6427 U S Highway 49, Hattiesburg, MS 39401 USA",31.34497,-89.3313
939,"50654 Radcliff St, Osseo, WI 54758 USA",44.57855,-91.2088
940,"109 5th St, Adair, IA 50002 USA",41.49575,-94.644
941,"1305 E Ash St, Piqua, OH 45356 USA",40.14989,-84.2079
942,"2320 W Hundred Rd, Chester, VA 23831 USA",37.35513,-77.4085
943,"384 Elm St, Biddeford, ME 04005 USA",43.48424,-70.4715
944,"18150 US Highway 81, Ryan, OK 73565 USA",34.02612,-97.9586
945,"1469 294th, Seward, NE 68434 USA",40.89592,-97.1225
946,"165 Juniper Cir, Brunswick, GA 31520 USA",31.21611,-81.4946
947,"309 W Ogden Ave, Naperville, IL 60563 USA",41.78578,-88.1516
948,"675 Sam Houston Jones Pkwy, Moss Bluff, LA 70611 USA",30.30032,-93.2074
949,"3348 Pittsburgh Rd, Perryopolis, PA 15473 USA",40.08078,-79.7597
950,"25 High St, Glouster, OH 45732 USA",39.50065,-82.0849
951,"40278 AL Highway 69, Moundville, AL 35474 USA",32.99774,-87.6224
952,"139 S Main St, Peebles, OH 45660 USA",38.94346,-83.4116
953,"311 W 4th St, Olustee, OK 73560 USA",34.54805,-99.4286
954,"3805 Main St, Warrensburg, NY 12885 USA",43.49382,-73.7715
955,"5501 S US Highway 41, Terre Haute, IN 47802 USA",39.40031,-87.4033
956,"821 N Lincoln Rd, Rockville, IN 47872 USA",39.77137,-87.2355
957,"18145 Hwy 45 North, Weston, MO 64098 USA",39.42104,-94.8939
958,"6501 Hwy 416 W, Robards, KY 42452 USA",37.69031,-87.5201
959,"18284 Highway 190, Reeves, LA 70658 USA",30.51972,-93.0462
960,"4784 US Highway 231, Wetumpka, AL 36092 USA",32.51092,-86.2129
961,"24 Hollis Crump Dr, Jasper, AL 35501 USA",33.83085,-87.2126
962,"5001 Warden Rd, North Little Rock, AR 72116 USA",34.79799,-92.2197
963,"2539 W State St, New Castle, PA 16101 USA",41.01168,-80.395
964,"731 W 7th St, Evart, MI 49631 USA",43.89991,-85.2693
965,"100 N Us127 Br, Saint Johns, MI 48879 USA",43.00144,-84.5509
966,"8519 S Loop Rd, Larsen, WI 54947 USA",44.20016,-88.6767
967,"1112 E Southline Rd, Tuscola, IL 61953 USA",39.79216,-88.2677
968,"1123 Highway 62 E, Mountain Home, AR 72653 USA",36.35063,-92.3677
969,"6239 Highway 58, Harrison, TN 37341 USA",35.12345,-85.126
970,"6607 State Route 162, Maryville, IL 62062 USA",38.73871,-89.956
971,"50740 Valley Centre Blvd, Saint Clairsville, OH 43950 USA",40.0846,-80.8962
972,"8 W Main St, Le Roy, NY 14482 USA",42.97819,-77.993
973,"1920 E Highway 6, Alvin, TX 77511 USA",29.42221,-95.2267
974,"212 E Bass St, Fairview, MO 64842 USA",36.8206,-94.0851
975,"389 McCurdy Ave N, Rainsville, AL 35986 USA",34.49893,-85.8448
976,"8079 S Main St, Springwater, NY 14560 USA",42.63234,-77.597
977,"910 E Stevenson Rd, Ottawa, IL 61350 USA",41.38055,-88.819
978,"1129 W Saint Marys St, Centerville, TX 75833 USA",31.258,-95.9916
979,"1400 S US Highway 27, Saint Johns, MI 48879 USA",42.98848,-84.5439
980,"950 N Main St, Chamberlain, SD 57325 USA",43.8204,-99.3257
981,"200 N Liberty St, Nicholls, GA 31554 USA",31.51707,-82.6345
982,"1780 Highway 26, Deridder, LA 70634 USA",30.80952,-93.1928
983,"902 E Mount Vernon St, Somerset, KY 42501 USA",37.09651,-84.5916
984,"8 H P Ln, Prentiss, MS 39474 USA",31.5985,-89.867
985,"110 E San Bernard St, Brazoria, TX 77422 USA",29.04854,-95.5682
986,"120 Victor Heights Pkwy, Victor, NY 14564 USA",42.99551,-77.4445
987,"301 US Highway 29 # A, Valley, AL 36854 USA",32.79756,-85.1845
988,"4201 Highway 146, Bacliff, TX 77518 USA",29.5031,-94.997
989,"715 S Main St, Seminole, TX 79360 USA",32.70998,-102.644
990,"5858 State Route 31, Cicero, NY 13039 USA",43.175,-76.1144
991,"835 N Cass St, Wabash, IN 46992 USA",40.80888,-85.8312
992,"30 Veterans Memorial Dr, Green Island, NY 12183 USA",42.7557,-73.6908
993,"5800 12th Ave E, Shakopee, MN 55379 USA",44.78467,-93.4424
994,"39024 Highway 16, Franklinton, LA 70438 USA",30.84713,-90.1531
995,"2328 S 4th St, Chickasha, OK 73018 USA",35.0261,-97.9354
996,"2816 George Washington Mem Hwy, Yorktown, VA 23693 USA",37.25327,-76.4989
997,"452 Main St, Barton, VT 05822 USA",44.75198,-72.1808
998,"755 Zane St, Zanesville, OH 43701 USA",39.94824,-82.0018
999,"942 9th St, Lake View, IA 51450 USA",42.31194,-95.0451
1000,"635 E Industrial Dr, Chelsea, MI 48118 USA",42.32037,-84.032
1001,,42.74362,-84.6706
1002,,42.74362,-84.6706
1003,,42.74362,-84.6706
1004,,42.74362,-84.6706
1005,"5 Arnolt Dr, Pierceton, IN 46562 USA",41.20385,-85.7139
1006,"15020 Highway 44, Gonzales, LA 70737 USA",30.28532,-90.9209
1007,"1827 N Michigan St, Plymouth, IN 46563 USA",41.3568,-86.3122
1008,"1502 Scranton Carbondale Hwy, Scranton, PA 18508 USA",41.47025,-75.6366
1009,"810 E High St, Potosi, MO 63664 USA",37.92847,-90.7756
1010,"23501 US Highway 23 S, Circleville, OH 43113 USA",39.60301,-82.9518
1011,"3790 Waterford Pkwy, Amelia, OH 45102 USA",39.05154,-84.2516
1012,"2410 Michigan Ave W, Battle Creek, MI 49037 USA",42.3506,-85.2489
1013,"3 Main St, Kennebunk, ME 04043 USA",43.38467,-70.5427
1014,"1808 W Highway 84, Mexia, TX 76667 USA",31.6791,-96.5182
1015,"6040 Highway 175, Frierson, LA 71027 USA",32.23563,-93.7018
1016,"1750 W Main St, Troy, OH 45373 USA",40.05302,-84.2359
1017,"4240 Bolivar Rd, Wellsville, NY 14895 USA",42.12625,-77.97
1018,"4824 Highway 3, Crenshaw, MS 38621 USA",34.50826,-90.1944
1019,"29889 State Route 41, Peebles, OH 45660 USA",38.99134,-83.3779
1020,"100 Dollar Pkwy, Tularosa, NM 88352 USA",33.07397,-106.019
1021,"10438 Highway 5, Brent, AL 35034 USA",32.95901,-87.1699
1022,"1870 Western Ave, Albany, NY 12203 USA",42.69231,-73.874
1023,"561 S Wood St, Maroa, IL 61756 USA",40.02964,-88.9579
1024,"618 W State St, Erie, KS 66733 USA",37.57296,-95.2507
1025,"8318 Old State Rd, Holly Hill, SC 29059 USA",33.32551,-80.4194
1026,"552 Main St, Tazewell, VA 24651 USA",37.11474,-81.5262
1027,"28 E 15th St, Edmond, OK 73013 USA",35.63831,-97.4818
1028,"200 Spring Place Dr, Mount Washington, KY 40047 USA",38.05066,-85.5361
1029,"2298 E 23rd St, Chattanooga, TN 37407 USA",35.01689,-85.2774
1030,"1248 State Highway 99, Howard, KS 67349 USA",37.46846,-96.2506
1031,"18684 Alameda, Tornillo, TX 79853 USA",31.4454,-106.088
1032,"2625 W Kingshighway, Paragould, AR 72450 USA",36.06018,-90.5206
1033,"2835 NW Arterial, Dubuque, IA 52002 USA",42.52469,-90.7385
1034,"550 E Main St, Lebanon, OH 45036 USA",39.43282,-84.1959
1035,"950 E Main St, Carbondale, IL 62901 USA",37.72896,-89.2019
1036,"1304 W Screven St, Quitman, GA 31643 USA",30.78502,-83.5717
1037,"12100 S Beyer Rd, Birch Run, MI 48415 USA",43.24885,-83.7771
1038,"510 S Broadway Blvd, Salina, KS 67401 USA",38.83208,-97.6256
1039,"259 W Church St, Batesburg, SC 29006 USA",33.91179,-81.5374
1040,"1199 3rd St, Beaver, PA 15009 USA",40.69191,-80.312
1041,"910 Court St, Pekin, IL 61554 USA",40.56551,-89.6383
1042,"124 Lloyd Ave, Latrobe, PA 15650 USA",40.31372,-79.3894
1043,"813 E Dubois Ave, Dubois, PA 15801 USA",41.12482,-78.7383
1044,"2101 Whiskey Rd, Aiken, SC 29803 USA",33.51691,-81.7168
1045,"6133 Highway 613, Lucedale, MS 39452 USA",30.81491,-88.5197
1046,"1100 Albert Pike Rd, Hot Springs, AR 71913 USA",34.49394,-93.0811
1047,"1301 Cornwell Dr, Yukon, OK 73099 USA",35.49309,-97.742
1048,"12461 Blue Star Hwy, Stony Creek, VA 23882 USA",36.94708,-77.3932
1049,"209 Madison Ave, Cascade, WI 53011 USA",43.65658,-88.0097
1050,"30342 Highway 21, Angie, LA 70426 USA",30.96661,-89.8098
1051,"230 2nd St S, Waite Park, MN 56387 USA",45.54849,-94.2201
1052,"7372 Highway O, Robertsville, MO 63072 USA",38.41477,-90.814
1053,"7302 Lee Hwy, Chattanooga, TN 37421 USA",35.05223,-85.1488
1054,"501 W Blue Ave, Creal Springs, IL 62922 USA",37.61899,-88.8418
1055,"1589 Cipolla Rd, Fruita, CO 81521 USA",39.16344,-108.759
1056,"108 Baskin St N, Union Springs, AL 36089 USA",32.14436,-85.7181
1057,"1146 Highway 51, Madison, MS 39110 USA",32.46911,-90.1068
1058,"148 Grant Ave, Auburn, NY 13021 USA",42.94369,-76.5507
1059,"6886 Gate City Hwy, Bristol, VA 24202 USA",36.61124,-82.236
1060,"651 Lincoln Ave, Cadiz, OH 43907 USA",40.28233,-81.0008
1061,"6530 Anneta Rd, Leitchfield, KY 42754 USA",37.40565,-86.2472
1062,"5813 Ny-31, Cicero, NY 13039 USA",43.17675,-76.1179
1063,"118 Twin Rivers Ct, Sartell, MN 56377 USA",45.5957,-94.193
1064,"930 E Greenville Pike, Winchester, IN 47394 USA",40.16548,-84.9653
1065,"25308 Interstate 45, Spring, TX 77386 USA",30.12912,-95.4428
1066,"300 6, Iraan, TX 79744 USA",30.91405,-101.898
1067,"302 Roseport Rd, Elwood, KS 66024 USA",39.74953,-94.873
1068,"3230 Goodman Rd W, Horn Lake, MS 38637 USA",34.96327,-90.05
1069,"1804 Wilson Rd, Newberry, SC 29108 USA",34.29218,-81.6037
1070,"590 US Highway 41A S, Dixon, KY 42409 USA",37.40271,-87.7287
1071,"19 Main Street, Sycamore, AL 35149 USA",33.25543,-86.212
1072,"602 S Prairieview Rd, Mahomet, IL 61853 USA",40.19121,-88.3646
1073,"303 S Railroad Ave, Mt Enterprise, TX 75681 USA",31.91468,-94.681
1074,"303 S Railroad Ave, Mount Enterprise, TX 75681 USA",31.91468,-94.681
1075,"14420 Us Hwy 190 W, Onalaska, TX 77360 USA",30.81329,-95.1156
1076,"14420 Us Hwy 190 W, Onak, TX 77360 USA",30.81329,-95.1156
1077,"11688 Us Hwy 2, Naubinway, MI 49762 USA",47.39571,-94.7798
1078,"1505 State St, Greensboro, AL 36744 USA",32.69964,-87.5982
1079,"1464 Chattahoochee Dr, Rockmart, GA 30153 USA",34.00883,-85.0334
1080,"1043 Chamberlain Blvd Apt 1500, Conneaut, OH 44030 USA",41.94529,-80.5852
1081,"232 Quarry Rd, Pounding Mill, VA 24637 USA",37.07561,-81.7067
1082,"10 S Maple St, Stratford, TX 79084 USA",36.33227,-102.072
1083,"221 Grove City Rd, Slippery Rock, PA 16057 USA",41.07078,-80.0525
1084,"803 E Washington St, Winchester, IN 47394 USA",40.17242,-84.965
1085,"2351 S Townsend Ave, Montrose, CO 81401 USA",38.46047,-107.865
